'Elapsed time','ECG 1','ECG 2','ECG 3','ECG 4'
'0:03.396',0.060,-0.500,-0.740,-0.530
'0:03.398',0.060,-0.480,-0.730,-0.520
'0:03.400',0.050,-0.470,-0.710,-0.520
'0:03.402',0.060,-0.470,-0.710,-0.530
'0:03.404',0.080,-0.470,-0.700,-0.560
'0:03.406',0.090,-0.470,-0.690,-0.570
'0:03.408',0.090,-0.470,-0.680,-0.570
'0:03.410',0.090,-0.460,-0.670,-0.560
'0:03.412',0.070,-0.430,-0.660,-0.540
'0:03.414',0.060,-0.410,-0.660,-0.520
'0:03.416',0.070,-0.400,-0.660,-0.510
'0:03.418',0.090,-0.390,-0.660,-0.520
'0:03.420',0.100,-0.370,-0.670,-0.540
'0:03.422',0.100,-0.360,-0.660,-0.550
'0:03.424',0.120,-0.340,-0.650,-0.560
'0:03.426',0.120,-0.320,-0.640,-0.550
'0:03.428',0.100,-0.300,-0.610,-0.510
'0:03.430',0.090,-0.300,-0.600,-0.490
'0:03.432',0.100,-0.290,-0.600,-0.500
'0:03.434',0.120,-0.270,-0.600,-0.520
'0:03.436',0.140,-0.270,-0.600,-0.540
'0:03.438',0.170,-0.270,-0.620,-0.560
'0:03.440',0.190,-0.250,-0.630,-0.580
'0:03.442',0.200,-0.230,-0.630,-0.570
'0:03.444',0.210,-0.220,-0.630,-0.570
'0:03.446',0.190,-0.210,-0.620,-0.570
'0:03.448',0.200,-0.200,-0.640,-0.570
'0:03.450',0.240,-0.190,-0.660,-0.590
'0:03.452',0.270,-0.180,-0.660,-0.620
'0:03.454',0.280,-0.150,-0.660,-0.640
'0:03.456',0.300,-0.120,-0.660,-0.650
'0:03.458',0.330,-0.110,-0.650,-0.660
'0:03.460',0.340,-0.100,-0.630,-0.670
'0:03.462',0.340,-0.100,-0.600,-0.660
'0:03.464',0.340,-0.090,-0.590,-0.650
'0:03.466',0.350,-0.090,-0.580,-0.650
'0:03.468',0.370,-0.090,-0.560,-0.640
'0:03.470',0.380,-0.070,-0.550,-0.630
'0:03.472',0.390,-0.060,-0.550,-0.640
'0:03.474',0.420,-0.060,-0.540,-0.650
'0:03.476',0.430,-0.050,-0.530,-0.650
'0:03.478',0.420,-0.040,-0.530,-0.650
'0:03.480',0.400,-0.030,-0.530,-0.630
'0:03.482',0.390,-0.020,-0.520,-0.610
'0:03.484',0.370,0.000,-0.500,-0.600
'0:03.486',0.370,-0.010,-0.500,-0.610
'0:03.488',0.360,-0.020,-0.500,-0.620
'0:03.490',0.360,-0.030,-0.510,-0.620
'0:03.492',0.350,-0.050,-0.500,-0.610
'0:03.494',0.330,-0.060,-0.480,-0.590
'0:03.496',0.310,-0.060,-0.470,-0.550
'0:03.498',0.290,-0.050,-0.450,-0.500
'0:03.500',0.280,-0.070,-0.430,-0.470
'0:03.502',0.280,-0.080,-0.410,-0.460
'0:03.504',0.260,-0.100,-0.400,-0.440
'0:03.506',0.230,-0.110,-0.380,-0.410
'0:03.508',0.190,-0.120,-0.360,-0.370
'0:03.510',0.150,-0.130,-0.340,-0.320
'0:03.512',0.110,-0.110,-0.310,-0.260
'0:03.514',0.060,-0.110,-0.290,-0.210
'0:03.516',0.020,-0.130,-0.270,-0.170
'0:03.518',0.000,-0.140,-0.240,-0.150
'0:03.520',-0.030,-0.150,-0.210,-0.140
'0:03.522',-0.060,-0.150,-0.190,-0.130
'0:03.524',-0.080,-0.160,-0.160,-0.090
'0:03.526',-0.100,-0.150,-0.130,-0.040
'0:03.528',-0.130,-0.160,-0.110,0.000
'0:03.530',-0.150,-0.160,-0.080,0.030
'0:03.532',-0.180,-0.170,-0.050,0.080
'0:03.534',-0.210,-0.170,-0.030,0.120
'0:03.536',-0.220,-0.170,-0.020,0.130
'0:03.538',-0.230,-0.150,0.000,0.150
'0:03.540',-0.240,-0.140,0.020,0.200
'0:03.542',-0.260,-0.140,0.040,0.240
'0:03.544',-0.280,-0.140,0.040,0.250
'0:03.546',-0.300,-0.140,0.060,0.280
'0:03.548',-0.310,-0.140,0.070,0.300
'0:03.550',-0.310,-0.130,0.090,0.320
'0:03.552',-0.310,-0.110,0.100,0.320
'0:03.554',-0.310,-0.100,0.110,0.310
'0:03.556',-0.300,-0.100,0.100,0.300
'0:03.558',-0.280,-0.120,0.100,0.300
'0:03.560',-0.280,-0.130,0.110,0.290
'0:03.562',-0.290,-0.120,0.120,0.290
'0:03.564',-0.300,-0.110,0.130,0.310
'0:03.566',-0.290,-0.100,0.140,0.340
'0:03.568',-0.300,-0.090,0.150,0.350
'0:03.570',-0.290,-0.090,0.150,0.330
'0:03.572',-0.260,-0.090,0.140,0.290
'0:03.574',-0.240,-0.110,0.130,0.270
'0:03.576',-0.230,-0.120,0.130,0.260
'0:03.578',-0.250,-0.120,0.130,0.270
'0:03.580',-0.280,-0.110,0.130,0.280
'0:03.582',-0.290,-0.080,0.140,0.300
'0:03.584',-0.290,-0.080,0.140,0.300
'0:03.586',-0.270,-0.080,0.120,0.270
'0:03.588',-0.240,-0.080,0.100,0.240
'0:03.590',-0.230,-0.080,0.110,0.230
'0:03.592',-0.210,-0.080,0.110,0.230
'0:03.594',-0.210,-0.060,0.110,0.230
'0:03.596',-0.210,-0.040,0.120,0.250
'0:03.598',-0.220,-0.050,0.130,0.260
'0:03.600',-0.200,-0.060,0.120,0.250
'0:03.602',-0.180,-0.070,0.120,0.230
'0:03.604',-0.170,-0.080,0.110,0.200
'0:03.606',-0.160,-0.080,0.100,0.190
'0:03.608',-0.150,-0.090,0.100,0.190
'0:03.610',-0.160,-0.080,0.100,0.210
'0:03.612',-0.180,-0.080,0.100,0.220
'0:03.614',-0.180,-0.080,0.100,0.220
'0:03.616',-0.170,-0.080,0.100,0.230
'0:03.618',-0.140,-0.080,0.100,0.210
'0:03.620',-0.120,-0.070,0.090,0.180
'0:03.622',-0.110,-0.070,0.070,0.160
'0:03.624',-0.110,-0.060,0.070,0.160
'0:03.626',-0.110,-0.060,0.080,0.160
'0:03.628',-0.110,-0.050,0.090,0.170
'0:03.630',-0.110,-0.050,0.090,0.180
'0:03.632',-0.110,-0.050,0.090,0.180
'0:03.634',-0.100,-0.060,0.070,0.170
'0:03.636',-0.090,-0.040,0.060,0.160
'0:03.638',-0.080,-0.010,0.060,0.160
'0:03.640',-0.070,-0.010,0.060,0.160
'0:03.642',-0.060,-0.020,0.060,0.160
'0:03.644',-0.060,-0.010,0.050,0.170
'0:03.646',-0.070,-0.010,0.060,0.170
'0:03.648',-0.070,-0.010,0.070,0.170
'0:03.650',-0.060,-0.010,0.070,0.160
'0:03.652',-0.060,0.000,0.070,0.140
'0:03.654',-0.050,0.000,0.060,0.120
'0:03.656',-0.030,0.000,0.050,0.110
'0:03.658',-0.030,-0.020,0.050,0.100
'0:03.660',-0.020,-0.040,0.050,0.110
'0:03.662',-0.040,-0.040,0.050,0.130
'0:03.664',-0.050,-0.040,0.060,0.160
'0:03.666',-0.050,-0.010,0.070,0.170
'0:03.668',-0.050,0.000,0.070,0.150
'0:03.670',-0.030,0.000,0.070,0.120
'0:03.672',-0.010,0.000,0.070,0.090
'0:03.674',0.000,0.000,0.080,0.090
'0:03.676',0.020,-0.010,0.070,0.100
'0:03.678',0.010,0.000,0.080,0.110
'0:03.680',0.000,0.030,0.090,0.110
'0:03.682',-0.010,0.040,0.090,0.120
'0:03.684',0.000,0.050,0.070,0.110
'0:03.686',0.010,0.040,0.060,0.090
'0:03.688',0.030,0.040,0.050,0.060
'0:03.690',0.040,0.030,0.050,0.050
'0:03.692',0.040,0.030,0.060,0.040
'0:03.694',0.020,0.050,0.080,0.050
'0:03.696',0.010,0.060,0.090,0.070
'0:03.698',0.000,0.060,0.110,0.080
'0:03.700',0.000,0.040,0.120,0.090
'0:03.702',0.010,0.030,0.130,0.090
'0:03.704',0.010,0.030,0.110,0.070
'0:03.706',0.010,0.030,0.100,0.060
'0:03.708',0.010,0.030,0.090,0.070
'0:03.710',0.010,0.020,0.090,0.080
'0:03.712',0.000,0.020,0.080,0.100
'0:03.714',0.000,0.020,0.080,0.110
'0:03.716',0.000,0.040,0.080,0.100
'0:03.718',0.000,0.050,0.080,0.080
'0:03.720',0.000,0.050,0.070,0.070
'0:03.722',0.000,0.060,0.060,0.060
'0:03.724',0.010,0.040,0.040,0.050
'0:03.726',0.010,0.030,0.040,0.060
'0:03.728',0.000,0.020,0.050,0.070
'0:03.730',0.000,0.020,0.040,0.080
'0:03.732',0.000,0.020,0.040,0.090
'0:03.734',0.000,0.020,0.040,0.090
'0:03.736',0.000,0.040,0.040,0.090
'0:03.738',0.000,0.040,0.040,0.070
'0:03.740',0.020,0.030,0.040,0.070
'0:03.742',0.020,0.030,0.050,0.060
'0:03.744',0.020,0.030,0.060,0.060
'0:03.746',0.010,0.020,0.060,0.060
'0:03.748',0.010,0.030,0.060,0.070
'0:03.750',0.010,0.030,0.060,0.090
'0:03.752',0.000,0.040,0.060,0.090
'0:03.754',0.010,0.040,0.060,0.060
'0:03.756',0.020,0.030,0.060,0.040
'0:03.758',0.020,0.020,0.070,0.040
'0:03.760',0.020,0.020,0.080,0.050
'0:03.762',0.010,0.030,0.080,0.040
'0:03.764',0.000,0.040,0.090,0.060
'0:03.766',-0.010,0.030,0.100,0.080
'0:03.768',0.000,0.020,0.090,0.080
'0:03.770',0.000,0.030,0.080,0.050
'0:03.772',0.020,0.040,0.070,0.040
'0:03.774',0.020,0.040,0.070,0.030
'0:03.776',0.020,0.040,0.080,0.020
'0:03.778',0.010,0.050,0.100,0.040
'0:03.780',0.000,0.060,0.090,0.060
'0:03.782',0.000,0.050,0.070,0.060
'0:03.784',0.000,0.030,0.060,0.040
'0:03.786',0.000,0.030,0.060,0.020
'0:03.788',0.010,0.020,0.060,0.000
'0:03.790',0.020,0.030,0.040,0.010
'0:03.792',0.020,0.040,0.040,0.040
'0:03.794',0.010,0.050,0.050,0.070
'0:03.796',0.000,0.050,0.060,0.070
'0:03.798',0.000,0.050,0.060,0.070
'0:03.800',0.000,0.050,0.060,0.060
'0:03.802',0.010,0.050,0.060,0.040
'0:03.804',0.020,0.050,0.050,0.030
'0:03.806',0.010,0.070,0.040,0.030
'0:03.808',0.010,0.070,0.040,0.030
'0:03.810',0.000,0.060,0.030,0.030
'0:03.812',0.000,0.060,0.030,0.050
'0:03.814',-0.010,0.050,0.030,0.060
'0:03.816',-0.020,0.030,0.040,0.060
'0:03.818',-0.020,0.020,0.060,0.040
'0:03.820',-0.020,0.020,0.060,0.030
'0:03.822',-0.020,0.010,0.050,0.020
'0:03.824',-0.020,0.000,0.040,0.010
'0:03.826',-0.020,-0.010,0.030,0.020
'0:03.828',-0.020,0.000,0.030,0.020
'0:03.830',-0.050,-0.010,0.040,0.040
'0:03.832',-0.070,-0.010,0.040,0.050
'0:03.834',-0.090,-0.020,0.050,0.070
'0:03.836',-0.090,-0.030,0.050,0.070
'0:03.838',-0.060,-0.030,0.050,0.050
'0:03.840',-0.050,-0.040,0.040,0.040
'0:03.842',-0.050,-0.040,0.030,0.060
'0:03.844',-0.040,-0.040,0.020,0.070
'0:03.846',-0.060,-0.030,0.030,0.080
'0:03.848',-0.070,-0.020,0.050,0.110
'0:03.850',-0.080,0.000,0.050,0.140
'0:03.852',-0.080,0.000,0.050,0.120
'0:03.854',-0.060,0.000,0.060,0.100
'0:03.856',-0.050,0.000,0.060,0.090
'0:03.858',-0.040,0.000,0.060,0.080
'0:03.860',-0.030,0.000,0.080,0.090
'0:03.862',-0.040,0.020,0.100,0.100
'0:03.864',-0.050,0.030,0.100,0.110
'0:03.866',-0.040,0.040,0.110,0.110
'0:03.868',-0.030,0.030,0.100,0.090
'0:03.870',-0.010,0.020,0.100,0.070
'0:03.872',0.000,0.020,0.090,0.050
'0:03.874',0.010,0.020,0.080,0.050
'0:03.876',0.000,0.020,0.090,0.070
'0:03.878',-0.020,0.040,0.100,0.090
'0:03.880',-0.030,0.040,0.090,0.100
'0:03.882',-0.030,0.040,0.090,0.100
'0:03.884',-0.020,0.040,0.080,0.090
'0:03.886',-0.010,0.040,0.070,0.070
'0:03.888',0.000,0.040,0.060,0.040
'0:03.890',0.010,0.050,0.050,0.030
'0:03.892',0.020,0.060,0.050,0.040
'0:03.894',0.030,0.070,0.040,0.050
'0:03.896',0.040,0.080,0.040,0.040
'0:03.898',0.040,0.080,0.040,0.030
'0:03.900',0.040,0.070,0.040,0.000
'0:03.902',0.050,0.070,0.030,-0.010
'0:03.904',0.070,0.080,0.030,-0.040
'0:03.906',0.080,0.080,0.030,-0.040
'0:03.908',0.090,0.060,0.030,-0.040
'0:03.910',0.090,0.050,0.030,-0.040
'0:03.912',0.080,0.050,0.030,-0.040
'0:03.914',0.070,0.050,0.030,-0.030
'0:03.916',0.060,0.050,0.030,-0.020
'0:03.918',0.070,0.070,0.030,-0.020
'0:03.920',0.070,0.080,0.030,-0.030
'0:03.922',0.090,0.070,0.030,-0.040
'0:03.924',0.090,0.070,0.030,-0.040
'0:03.926',0.100,0.050,0.030,-0.040
'0:03.928',0.090,0.040,0.040,-0.030
'0:03.930',0.080,0.040,0.050,-0.020
'0:03.932',0.070,0.060,0.040,-0.010
'0:03.934',0.080,0.060,0.040,0.000
'0:03.936',0.090,0.060,0.030,-0.020
'0:03.938',0.100,0.050,0.000,-0.060
'0:03.940',0.110,0.030,-0.050,-0.100
'0:03.942',0.130,0.000,-0.100,-0.150
'0:03.944',0.150,-0.010,-0.160,-0.210
'0:03.946',0.160,-0.040,-0.210,-0.260
'0:03.948',0.160,-0.030,-0.220,-0.260
'0:03.950',0.180,-0.010,-0.180,-0.250
'0:03.952',0.220,0.040,-0.040,-0.190
'0:03.954',0.240,0.160,0.190,-0.040
'0:03.956',0.260,0.340,0.530,0.160
'0:03.958',0.310,0.620,0.950,0.410
'0:03.960',0.410,1.020,1.450,0.680
'0:03.962',0.520,1.480,2.030,0.970
'0:03.964',0.660,1.970,2.640,1.280
'0:03.966',0.800,2.480,3.260,1.610
'0:03.968',0.930,2.990,3.880,1.940
'0:03.970',1.060,3.510,4.500,2.280
'0:03.972',1.160,3.990,5.060,2.580
'0:03.974',1.230,4.400,5.490,2.820
'0:03.976',1.260,4.660,5.750,2.980
'0:03.978',1.240,4.770,5.830,3.050
'0:03.980',1.160,4.720,5.740,3.060
'0:03.982',1.020,4.470,5.420,2.950
'0:03.984',0.800,3.960,4.850,2.720
'0:03.986',0.530,3.290,4.120,2.400
'0:03.988',0.310,2.610,3.340,2.050
'0:03.990',0.150,2.010,2.620,1.700
'0:03.992',0.050,1.500,1.990,1.370
'0:03.994',-0.010,1.070,1.450,1.060
'0:03.996',-0.060,0.710,0.990,0.780
'0:03.998',-0.090,0.400,0.590,0.550
'0:04.000',-0.100,0.150,0.250,0.330
'0:04.002',-0.110,-0.050,-0.040,0.120
'0:04.004',-0.110,-0.230,-0.280,-0.050
'0:04.006',-0.110,-0.390,-0.480,-0.200
'0:04.008',-0.100,-0.520,-0.640,-0.320
'0:04.010',-0.100,-0.630,-0.770,-0.410
'0:04.012',-0.100,-0.710,-0.870,-0.480
'0:04.014',-0.110,-0.770,-0.960,-0.540
'0:04.016',-0.120,-0.810,-1.010,-0.590
'0:04.018',-0.120,-0.830,-1.070,-0.640
'0:04.020',-0.120,-0.870,-1.120,-0.700
'0:04.022',-0.110,-0.890,-1.150,-0.750
'0:04.024',-0.090,-0.900,-1.180,-0.780
'0:04.026',-0.090,-0.910,-1.200,-0.790
'0:04.028',-0.090,-0.910,-1.210,-0.790
'0:04.030',-0.100,-0.910,-1.220,-0.780
'0:04.032',-0.100,-0.890,-1.210,-0.750
'0:04.034',-0.080,-0.880,-1.200,-0.750
'0:04.036',-0.060,-0.880,-1.180,-0.770
'0:04.038',-0.040,-0.870,-1.160,-0.790
'0:04.040',-0.030,-0.860,-1.150,-0.790
'0:04.042',-0.030,-0.840,-1.130,-0.790
'0:04.044',-0.030,-0.820,-1.110,-0.770
'0:04.046',-0.040,-0.790,-1.090,-0.740
'0:04.048',-0.050,-0.780,-1.060,-0.720
'0:04.050',-0.040,-0.770,-1.030,-0.700
'0:04.052',-0.030,-0.760,-1.020,-0.700
'0:04.054',0.000,-0.760,-1.010,-0.720
'0:04.056',0.010,-0.750,-0.990,-0.720
'0:04.058',0.020,-0.730,-0.980,-0.710
'0:04.060',0.000,-0.700,-0.960,-0.680
'0:04.062',-0.010,-0.680,-0.930,-0.660
'0:04.064',-0.020,-0.670,-0.920,-0.640
'0:04.066',-0.010,-0.660,-0.910,-0.630
'0:04.068',0.000,-0.650,-0.900,-0.630
'0:04.070',0.000,-0.640,-0.890,-0.640
'0:04.072',0.010,-0.620,-0.880,-0.650
'0:04.074',0.010,-0.600,-0.870,-0.640
'0:04.076',0.010,-0.590,-0.870,-0.630
'0:04.078',0.020,-0.570,-0.850,-0.620
'0:04.080',0.020,-0.560,-0.850,-0.620
'0:04.082',0.030,-0.550,-0.830,-0.620
'0:04.084',0.040,-0.540,-0.820,-0.610
'0:04.086',0.050,-0.530,-0.810,-0.610
'0:04.088',0.050,-0.500,-0.800,-0.600
'0:04.090',0.040,-0.490,-0.800,-0.590
'0:04.092',0.050,-0.490,-0.780,-0.580
'0:04.094',0.050,-0.480,-0.770,-0.570
'0:04.096',0.040,-0.470,-0.760,-0.560
'0:04.098',0.050,-0.460,-0.750,-0.560
'0:04.100',0.070,-0.430,-0.740,-0.560
'0:04.102',0.070,-0.410,-0.720,-0.570
'0:04.104',0.090,-0.400,-0.710,-0.590
'0:04.106',0.100,-0.400,-0.710,-0.600
'0:04.108',0.100,-0.400,-0.700,-0.610
'0:04.110',0.110,-0.400,-0.680,-0.600
'0:04.112',0.100,-0.380,-0.670,-0.600
'0:04.114',0.100,-0.370,-0.660,-0.580
'0:04.116',0.110,-0.340,-0.650,-0.570
'0:04.118',0.130,-0.320,-0.660,-0.570
'0:04.120',0.150,-0.320,-0.660,-0.600
'0:04.122',0.160,-0.320,-0.670,-0.620
'0:04.124',0.170,-0.310,-0.670,-0.610
'0:04.126',0.180,-0.300,-0.660,-0.600
'0:04.128',0.190,-0.280,-0.650,-0.590
'0:04.130',0.190,-0.240,-0.620,-0.560
'0:04.132',0.190,-0.220,-0.620,-0.560
'0:04.134',0.200,-0.220,-0.630,-0.580
'0:04.136',0.220,-0.210,-0.630,-0.610
'0:04.138',0.250,-0.210,-0.630,-0.630
'0:04.140',0.270,-0.200,-0.630,-0.640
'0:04.142',0.300,-0.200,-0.640,-0.640
'0:04.144',0.290,-0.180,-0.630,-0.630
'0:04.146',0.290,-0.160,-0.610,-0.620
'0:04.148',0.300,-0.150,-0.600,-0.630
'0:04.150',0.310,-0.130,-0.600,-0.650
'0:04.152',0.330,-0.120,-0.610,-0.670
'0:04.154',0.350,-0.110,-0.610,-0.700
'0:04.156',0.370,-0.100,-0.600,-0.710
'0:04.158',0.370,-0.080,-0.610,-0.710
'0:04.160',0.370,-0.080,-0.620,-0.690
'0:04.162',0.390,-0.080,-0.600,-0.670
'0:04.164',0.410,-0.070,-0.580,-0.660
'0:04.166',0.440,-0.060,-0.580,-0.660
'0:04.168',0.460,-0.050,-0.580,-0.680
'0:04.170',0.470,-0.040,-0.570,-0.690
'0:04.172',0.460,0.000,-0.570,-0.690
'0:04.174',0.460,0.010,-0.550,-0.690
'0:04.176',0.460,0.010,-0.540,-0.700
'0:04.178',0.460,0.010,-0.530,-0.680
'0:04.180',0.460,0.000,-0.510,-0.660
'0:04.182',0.450,0.000,-0.500,-0.640
'0:04.184',0.440,-0.010,-0.500,-0.620
'0:04.186',0.430,0.000,-0.480,-0.590
'0:04.188',0.430,0.000,-0.470,-0.570
'0:04.190',0.430,-0.010,-0.470,-0.570
'0:04.192',0.400,-0.050,-0.470,-0.550
'0:04.194',0.370,-0.070,-0.450,-0.520
'0:04.196',0.330,-0.070,-0.420,-0.480
'0:04.198',0.310,-0.080,-0.400,-0.450
'0:04.200',0.270,-0.080,-0.390,-0.410
'0:04.202',0.240,-0.090,-0.370,-0.390
'0:04.204',0.230,-0.120,-0.360,-0.380
'0:04.206',0.210,-0.130,-0.340,-0.340
'0:04.208',0.170,-0.150,-0.310,-0.290
'0:04.210',0.130,-0.170,-0.280,-0.250
'0:04.212',0.080,-0.170,-0.250,-0.200
'0:04.214',0.040,-0.160,-0.220,-0.140
'0:04.216',0.000,-0.160,-0.190,-0.090
'0:04.218',-0.010,-0.170,-0.160,-0.070
'0:04.220',-0.050,-0.180,-0.130,-0.060
'0:04.222',-0.070,-0.180,-0.110,-0.030
'0:04.224',-0.090,-0.190,-0.090,0.000
'0:04.226',-0.110,-0.210,-0.060,0.050
'0:04.228',-0.140,-0.200,-0.040,0.100
'0:04.230',-0.180,-0.190,-0.010,0.140
'0:04.232',-0.200,-0.190,0.000,0.160
'0:04.234',-0.210,-0.190,0.020,0.190
'0:04.236',-0.210,-0.190,0.030,0.190
'0:04.238',-0.200,-0.190,0.040,0.190
'0:04.240',-0.200,-0.180,0.050,0.200
'0:04.242',-0.220,-0.160,0.080,0.210
'0:04.244',-0.240,-0.150,0.080,0.220
'0:04.246',-0.240,-0.160,0.090,0.240
'0:04.248',-0.250,-0.170,0.100,0.270
'0:04.250',-0.260,-0.170,0.110,0.290
'0:04.252',-0.270,-0.170,0.110,0.280
'0:04.254',-0.260,-0.170,0.100,0.260
'0:04.256',-0.250,-0.150,0.100,0.260
'0:04.258',-0.260,-0.140,0.110,0.270
'0:04.260',-0.260,-0.150,0.110,0.280
'0:04.262',-0.270,-0.150,0.120,0.280
'0:04.264',-0.270,-0.150,0.120,0.280
'0:04.266',-0.260,-0.140,0.130,0.270
'0:04.268',-0.240,-0.140,0.130,0.250
'0:04.270',-0.240,-0.110,0.130,0.240
'0:04.272',-0.230,-0.100,0.130,0.230
'0:04.274',-0.210,-0.110,0.120,0.230
'0:04.276',-0.210,-0.120,0.110,0.230
'0:04.278',-0.210,-0.130,0.110,0.230
'0:04.280',-0.220,-0.140,0.110,0.240
'0:04.282',-0.220,-0.130,0.110,0.250
'0:04.284',-0.210,-0.100,0.100,0.260
'0:04.286',-0.180,-0.100,0.090,0.240
'0:04.288',-0.160,-0.090,0.090,0.210
'0:04.290',-0.150,-0.090,0.080,0.200
'0:04.292',-0.140,-0.090,0.070,0.210
'0:04.294',-0.150,-0.090,0.060,0.220
'0:04.296',-0.160,-0.090,0.060,0.220
'0:04.298',-0.180,-0.070,0.080,0.240
'0:04.300',-0.190,-0.060,0.090,0.250
'0:04.302',-0.190,-0.070,0.090,0.230
'0:04.304',-0.180,-0.070,0.080,0.210
'0:04.306',-0.160,-0.070,0.080,0.180
'0:04.308',-0.150,-0.070,0.070,0.170
'0:04.310',-0.140,-0.070,0.060,0.170
'0:04.312',-0.150,-0.050,0.070,0.190
'0:04.314',-0.160,-0.030,0.080,0.210
'0:04.316',-0.160,-0.030,0.080,0.210
'0:04.318',-0.140,-0.030,0.070,0.190
'0:04.320',-0.130,-0.030,0.060,0.170
'0:04.322',-0.110,-0.030,0.050,0.160
'0:04.324',-0.090,-0.030,0.060,0.160
'0:04.326',-0.090,-0.030,0.080,0.170
'0:04.328',-0.110,-0.030,0.090,0.180
'0:04.330',-0.120,-0.040,0.080,0.190
'0:04.332',-0.120,-0.030,0.070,0.200
'0:04.334',-0.120,-0.030,0.070,0.200
'0:04.336',-0.110,-0.020,0.070,0.190
'0:04.338',-0.090,-0.020,0.070,0.170
'0:04.340',-0.080,-0.010,0.070,0.160
'0:04.342',-0.080,0.000,0.080,0.170
'0:04.344',-0.090,0.000,0.080,0.170
'0:04.346',-0.090,0.000,0.090,0.170
'0:04.348',-0.090,0.010,0.090,0.170
'0:04.350',-0.080,0.010,0.080,0.160
'0:04.352',-0.060,0.000,0.080,0.140
'0:04.354',-0.050,0.020,0.080,0.130
'0:04.356',-0.050,0.020,0.080,0.130
'0:04.358',-0.030,0.010,0.080,0.130
'0:04.360',-0.020,0.010,0.080,0.130
'0:04.362',-0.030,0.010,0.090,0.130
'0:04.364',-0.040,0.010,0.110,0.130
'0:04.366',-0.030,0.000,0.110,0.120
'0:04.368',-0.020,0.020,0.100,0.110
'0:04.370',-0.030,0.040,0.100,0.100
'0:04.372',-0.030,0.050,0.090,0.090
'0:04.374',-0.020,0.050,0.090,0.090
'0:04.376',-0.010,0.040,0.090,0.100
'0:04.378',-0.020,0.030,0.100,0.110
'0:04.380',-0.020,0.030,0.100,0.120
'0:04.382',-0.020,0.040,0.110,0.150
'0:04.384',-0.010,0.060,0.110,0.170
'0:04.386',0.000,0.060,0.100,0.150
'0:04.388',0.020,0.050,0.090,0.120
'0:04.390',0.030,0.050,0.080,0.100
'0:04.392',0.030,0.040,0.080,0.090
'0:04.394',0.030,0.040,0.090,0.090
'0:04.396',0.010,0.040,0.100,0.120
'0:04.398',0.010,0.050,0.110,0.140
'0:04.400',0.020,0.050,0.110,0.130
'0:04.402',0.030,0.050,0.110,0.090
'0:04.404',0.040,0.050,0.100,0.050
'0:04.406',0.040,0.050,0.080,0.040
'0:04.408',0.050,0.030,0.080,0.040
'0:04.410',0.040,0.030,0.090,0.060
'0:04.412',0.020,0.040,0.110,0.090
'0:04.414',0.010,0.050,0.120,0.100
'0:04.416',0.000,0.050,0.120,0.110
'0:04.418',0.010,0.040,0.100,0.090
'0:04.420',0.020,0.040,0.090,0.070
'0:04.422',0.020,0.030,0.090,0.050
'0:04.424',0.010,0.030,0.080,0.060
'0:04.426',0.000,0.040,0.080,0.080
'0:04.428',0.000,0.040,0.080,0.080
'0:04.430',-0.010,0.040,0.090,0.080
'0:04.432',-0.010,0.030,0.090,0.090
'0:04.434',-0.020,0.030,0.090,0.100
'0:04.436',-0.020,0.020,0.090,0.080
'0:04.438',0.000,0.030,0.080,0.050
'0:04.440',0.000,0.030,0.080,0.050
'0:04.442',0.000,0.010,0.070,0.060
'0:04.444',0.000,0.000,0.070,0.050
'0:04.446',0.000,0.010,0.080,0.060
'0:04.448',0.000,0.020,0.070,0.070
'0:04.450',0.000,0.020,0.060,0.070
'0:04.452',0.000,0.030,0.050,0.050
'0:04.454',-0.010,0.030,0.050,0.040
'0:04.456',-0.010,0.010,0.060,0.030
'0:04.458',0.000,0.010,0.060,0.030
'0:04.460',0.010,0.020,0.070,0.030
'0:04.462',0.000,0.020,0.070,0.040
'0:04.464',0.000,0.020,0.070,0.060
'0:04.466',0.000,0.030,0.070,0.080
'0:04.468',0.000,0.030,0.070,0.080
'0:04.470',0.000,0.020,0.070,0.060
'0:04.472',0.010,0.020,0.060,0.040
'0:04.474',0.020,0.010,0.050,0.030
'0:04.476',0.040,0.020,0.050,0.040
'0:04.478',0.030,0.030,0.060,0.040
'0:04.480',0.020,0.030,0.060,0.060
'0:04.482',0.010,0.040,0.060,0.080
'0:04.484',0.000,0.040,0.070,0.090
'0:04.486',0.010,0.040,0.070,0.060
'0:04.488',0.030,0.040,0.070,0.040
'0:04.490',0.050,0.040,0.070,0.030
'0:04.492',0.060,0.030,0.060,0.030
'0:04.494',0.050,0.040,0.070,0.050
'0:04.496',0.020,0.060,0.090,0.080
'0:04.498',0.010,0.070,0.100,0.090
'0:04.500',0.020,0.050,0.090,0.080
'0:04.502',0.030,0.040,0.080,0.060
'0:04.504',0.030,0.020,0.070,0.030
'0:04.506',0.030,0.010,0.050,0.020
'0:04.508',0.030,0.010,0.030,0.020
'0:04.510',0.020,0.010,0.030,0.050
'0:04.512',0.000,0.010,0.040,0.060
'0:04.514',-0.010,0.010,0.040,0.060
'0:04.516',-0.010,0.000,0.040,0.060
'0:04.518',0.000,0.000,0.020,0.050
'0:04.520',0.000,0.000,0.010,0.030
'0:04.522',0.010,0.000,0.000,0.030
'0:04.524',0.010,0.000,0.000,0.040
'0:04.526',0.000,0.000,0.000,0.050
