'Elapsed time','ECG I','ECG I filtered'
'0:15.430',-0.095,-0.020
'0:15.432',-0.095,-0.025
'0:15.434',-0.080,-0.030
'0:15.436',-0.080,-0.040
'0:15.438',-0.075,-0.045
'0:15.440',-0.090,-0.055
'0:15.442',-0.095,-0.060
'0:15.444',-0.095,-0.055
'0:15.446',-0.075,-0.045
'0:15.448',-0.035,-0.020
'0:15.450',0.010,0.015
'0:15.452',0.065,0.070
'0:15.454',0.105,0.135
'0:15.456',0.190,0.215
'0:15.458',0.260,0.300
'0:15.460',0.380,0.390
'0:15.462',0.480,0.480
'0:15.464',0.595,0.555
'0:15.466',0.635,0.615
'0:15.468',0.630,0.645
'0:15.470',0.615,0.650
'0:15.472',0.560,0.620
'0:15.474',0.510,0.565
'0:15.476',0.430,0.480
'0:15.478',0.335,0.375
'0:15.480',0.250,0.260
'0:15.482',0.125,0.145
'0:15.484',-0.025,0.045
'0:15.486',-0.135,-0.040
'0:15.488',-0.200,-0.105
'0:15.490',-0.220,-0.140
'0:15.492',-0.195,-0.155
'0:15.494',-0.165,-0.150
'0:15.496',-0.125,-0.130
'0:15.498',-0.095,-0.110
'0:15.500',-0.070,-0.085
'0:15.502',-0.055,-0.065
'0:15.504',-0.050,-0.055
'0:15.506',-0.050,-0.045
'0:15.508',-0.070,-0.045
'0:15.510',-0.075,-0.045
'0:15.512',-0.080,-0.045
'0:15.514',-0.075,-0.045
'0:15.516',-0.070,-0.040
'0:15.518',-0.055,-0.035
'0:15.520',-0.055,-0.030
'0:15.522',-0.060,-0.025
'0:15.524',-0.070,-0.025
'0:15.526',-0.070,-0.025
'0:15.528',-0.060,-0.030
'0:15.530',-0.075,-0.035
'0:15.532',-0.080,-0.040
'0:15.534',-0.060,-0.045
'0:15.536',-0.050,-0.045
'0:15.538',-0.055,-0.045
'0:15.540',-0.045,-0.040
'0:15.542',-0.050,-0.035
'0:15.544',-0.070,-0.030
'0:15.546',-0.085,-0.025
'0:15.548',-0.080,-0.025
'0:15.550',-0.085,-0.025
'0:15.552',-0.080,-0.030
'0:15.554',-0.065,-0.035
'0:15.556',-0.035,-0.040
'0:15.558',-0.040,-0.040
'0:15.560',-0.040,-0.040
'0:15.562',-0.055,-0.040
'0:15.564',-0.065,-0.035
'0:15.566',-0.055,-0.025
'0:15.568',-0.070,-0.020
'0:15.570',-0.080,-0.010
'0:15.572',-0.065,-0.005
'0:15.574',-0.050,-0.005
'0:15.576',-0.040,-0.005
'0:15.578',-0.040,-0.005
'0:15.580',-0.015,-0.005
'0:15.582',-0.020,-0.010
'0:15.584',-0.035,-0.010
'0:15.586',-0.045,-0.010
'0:15.588',-0.050,-0.010
'0:15.590',-0.050,-0.010
'0:15.592',-0.035,-0.005
'0:15.594',-0.035,-0.005
'0:15.596',-0.030,0.000
'0:15.598',-0.035,0.005
'0:15.600',-0.010,0.005
'0:15.602',-0.020,0.005
'0:15.604',-0.040,0.005
'0:15.606',-0.045,0.000
'0:15.608',-0.050,0.000
'0:15.610',-0.050,-0.005
'0:15.612',-0.040,-0.005
'0:15.614',-0.025,-0.005
'0:15.616',-0.005,-0.005
'0:15.618',-0.005,-0.005
'0:15.620',0.005,0.000
'0:15.622',-0.005,0.005
'0:15.624',-0.005,0.005
'0:15.626',-0.015,0.005
'0:15.628',-0.020,0.010
'0:15.630',-0.015,0.010
'0:15.632',-0.005,0.010
'0:15.634',0.005,0.015
'0:15.636',0.010,0.020
'0:15.638',0.030,0.025
'0:15.640',0.045,0.035
'0:15.642',0.045,0.045
'0:15.644',0.040,0.055
'0:15.646',0.030,0.065
'0:15.648',0.045,0.075
'0:15.650',0.035,0.085
'0:15.652',0.055,0.090
'0:15.654',0.075,0.100
'0:15.656',0.085,0.105
'0:15.658',0.090,0.110
'0:15.660',0.105,0.115
'0:15.662',0.100,0.120
'0:15.664',0.085,0.125
'0:15.666',0.085,0.130
'0:15.668',0.095,0.135
'0:15.670',0.095,0.135
'0:15.672',0.105,0.140
'0:15.674',0.120,0.140
'0:15.676',0.125,0.140
'0:15.678',0.130,0.140
'0:15.680',0.145,0.145
'0:15.682',0.145,0.145
'0:15.684',0.140,0.150
'0:15.686',0.135,0.155
'0:15.688',0.130,0.160
'0:15.690',0.120,0.165
'0:15.692',0.130,0.170
'0:15.694',0.135,0.170
'0:15.696',0.125,0.175
'0:15.698',0.125,0.175
'0:15.700',0.120,0.170
'0:15.702',0.115,0.170
'0:15.704',0.110,0.165
'0:15.706',0.095,0.160
'0:15.708',0.090,0.155
'0:15.710',0.085,0.145
'0:15.712',0.095,0.140
'0:15.714',0.080,0.135
'0:15.716',0.080,0.125
'0:15.718',0.075,0.120
'0:15.720',0.070,0.110
'0:15.722',0.040,0.095
'0:15.724',0.025,0.085
'0:15.726',0.000,0.075
'0:15.728',-0.005,0.060
'0:15.730',-0.010,0.050
'0:15.732',-0.015,0.040
'0:15.734',-0.025,0.035
'0:15.736',-0.020,0.025
'0:15.738',-0.020,0.020
'0:15.740',-0.020,0.015
'0:15.742',-0.045,0.010
'0:15.744',-0.070,0.005
'0:15.746',-0.070,-0.005
'0:15.748',-0.085,-0.015
'0:15.750',-0.085,-0.020
'0:15.752',-0.090,-0.030
'0:15.754',-0.085,-0.035
'0:15.756',-0.080,-0.040
'0:15.758',-0.070,-0.045
'0:15.760',-0.075,-0.050
'0:15.762',-0.090,-0.050
'0:15.764',-0.115,-0.055
'0:15.766',-0.135,-0.055
'0:15.768',-0.140,-0.060
'0:15.770',-0.150,-0.070
'0:15.772',-0.130,-0.075
'0:15.774',-0.115,-0.085
'0:15.776',-0.125,-0.090
'0:15.778',-0.105,-0.095
'0:15.780',-0.110,-0.100
'0:15.782',-0.115,-0.100
'0:15.784',-0.125,-0.100
'0:15.786',-0.130,-0.095
'0:15.788',-0.145,-0.095
'0:15.790',-0.145,-0.090
'0:15.792',-0.140,-0.090
'0:15.794',-0.135,-0.090
'0:15.796',-0.120,-0.090
'0:15.798',-0.115,-0.090
'0:15.800',-0.110,-0.090
'0:15.802',-0.110,-0.095
'0:15.804',-0.130,-0.095
'0:15.806',-0.130,-0.090
'0:15.808',-0.135,-0.090
'0:15.810',-0.140,-0.085
'0:15.812',-0.125,-0.085
'0:15.814',-0.115,-0.080
'0:15.816',-0.115,-0.080
'0:15.818',-0.110,-0.080
'0:15.820',-0.125,-0.080
'0:15.822',-0.135,-0.085
'0:15.824',-0.140,-0.085
'0:15.826',-0.125,-0.085
'0:15.828',-0.135,-0.080
'0:15.830',-0.135,-0.080
'0:15.832',-0.120,-0.080
'0:15.834',-0.105,-0.080
'0:15.836',-0.110,-0.080
'0:15.838',-0.110,-0.080
'0:15.840',-0.115,-0.080
'0:15.842',-0.125,-0.085
'0:15.844',-0.130,-0.085
'0:15.846',-0.135,-0.085
'0:15.848',-0.135,-0.085
'0:15.850',-0.125,-0.080
'0:15.852',-0.120,-0.075
'0:15.854',-0.100,-0.070
'0:15.856',-0.105,-0.065
'0:15.858',-0.100,-0.060
'0:15.860',-0.110,-0.055
'0:15.862',-0.120,-0.055
'0:15.864',-0.135,-0.055
'0:15.866',-0.130,-0.055
'0:15.868',-0.125,-0.060
'0:15.870',-0.125,-0.065
'0:15.872',-0.120,-0.065
'0:15.874',-0.100,-0.070
'0:15.876',-0.110,-0.070
'0:15.878',-0.100,-0.070
'0:15.880',-0.105,-0.065
'0:15.882',-0.130,-0.065
'0:15.884',-0.130,-0.060
'0:15.886',-0.135,-0.060
'0:15.888',-0.135,-0.055
'0:15.890',-0.120,-0.055
'0:15.892',-0.110,-0.055
'0:15.894',-0.105,-0.060
'0:15.896',-0.105,-0.060
'0:15.898',-0.100,-0.065
'0:15.900',-0.115,-0.065
'0:15.902',-0.120,-0.070
'0:15.904',-0.130,-0.075
'0:15.906',-0.135,-0.075
'0:15.908',-0.140,-0.075
'0:15.910',-0.130,-0.075
'0:15.912',-0.125,-0.075
'0:15.914',-0.120,-0.075
'0:15.916',-0.130,-0.075
'0:15.918',-0.115,-0.075
'0:15.920',-0.130,-0.075
'0:15.922',-0.145,-0.075
'0:15.924',-0.135,-0.075
'0:15.926',-0.150,-0.075
'0:15.928',-0.155,-0.080
'0:15.930',-0.150,-0.080
'0:15.932',-0.135,-0.080
'0:15.934',-0.125,-0.080
'0:15.936',-0.115,-0.080
'0:15.938',-0.105,-0.080
'0:15.940',-0.120,-0.080
'0:15.942',-0.135,-0.080
'0:15.944',-0.150,-0.080
'0:15.946',-0.160,-0.080
'0:15.948',-0.160,-0.080
'0:15.950',-0.150,-0.080
'0:15.952',-0.140,-0.085
'0:15.954',-0.140,-0.085
'0:15.956',-0.130,-0.085
'0:15.958',-0.120,-0.090
'0:15.960',-0.125,-0.090
'0:15.962',-0.135,-0.090
'0:15.964',-0.135,-0.085
'0:15.966',-0.145,-0.085
'0:15.968',-0.165,-0.080
'0:15.970',-0.150,-0.080
'0:15.972',-0.145,-0.075
'0:15.974',-0.145,-0.075
'0:15.976',-0.135,-0.075
'0:15.978',-0.135,-0.075
'0:15.980',-0.150,-0.080
'0:15.982',-0.155,-0.085
'0:15.984',-0.155,-0.085
'0:15.986',-0.165,-0.090
'0:15.988',-0.170,-0.090
'0:15.990',-0.165,-0.095
'0:15.992',-0.150,-0.095
'0:15.994',-0.140,-0.090
'0:15.996',-0.140,-0.090
'0:15.998',-0.140,-0.090
'0:16.000',-0.150,-0.090
'0:16.002',-0.160,-0.095
'0:16.004',-0.175,-0.095
'0:16.006',-0.175,-0.100
'0:16.008',-0.180,-0.100
'0:16.010',-0.165,-0.100
'0:16.012',-0.155,-0.100
'0:16.014',-0.150,-0.095
'0:16.016',-0.130,-0.095
'0:16.018',-0.130,-0.085
'0:16.020',-0.150,-0.080
'0:16.022',-0.150,-0.080
'0:16.024',-0.165,-0.075
'0:16.026',-0.170,-0.080
'0:16.028',-0.170,-0.080
'0:16.030',-0.160,-0.085
'0:16.032',-0.145,-0.090
'0:16.034',-0.150,-0.095
'0:16.036',-0.145,-0.100
'0:16.038',-0.130,-0.100
'0:16.040',-0.140,-0.100
'0:16.042',-0.155,-0.095
'0:16.044',-0.155,-0.095
'0:16.046',-0.160,-0.095
'0:16.048',-0.175,-0.090
'0:16.050',-0.165,-0.090
'0:16.052',-0.150,-0.095
'0:16.054',-0.155,-0.095
'0:16.056',-0.150,-0.095
'0:16.058',-0.140,-0.095
'0:16.060',-0.145,-0.095
'0:16.062',-0.155,-0.090
'0:16.064',-0.145,-0.085
'0:16.066',-0.160,-0.080
'0:16.068',-0.150,-0.075
'0:16.070',-0.135,-0.065
'0:16.072',-0.130,-0.065
'0:16.074',-0.120,-0.060
'0:16.076',-0.120,-0.060
'0:16.078',-0.120,-0.060
'0:16.080',-0.130,-0.065
'0:16.082',-0.150,-0.065
'0:16.084',-0.155,-0.070
'0:16.086',-0.150,-0.070
'0:16.088',-0.145,-0.070
'0:16.090',-0.135,-0.070
'0:16.092',-0.115,-0.070
'0:16.094',-0.120,-0.070
'0:16.096',-0.120,-0.065
'0:16.098',-0.110,-0.060
'0:16.100',-0.110,-0.055
'0:16.102',-0.115,-0.050
'0:16.104',-0.110,-0.045
'0:16.106',-0.115,-0.035
'0:16.108',-0.105,-0.030
'0:16.110',-0.090,-0.025
'0:16.112',-0.090,-0.020
'0:16.114',-0.090,-0.020
'0:16.116',-0.080,-0.020
'0:16.118',-0.085,-0.020
'0:16.120',-0.095,-0.025
'0:16.122',-0.110,-0.025
'0:16.124',-0.105,-0.025
'0:16.126',-0.105,-0.025
'0:16.128',-0.090,-0.020
'0:16.130',-0.090,-0.015
'0:16.132',-0.085,-0.015
'0:16.134',-0.085,-0.010
'0:16.136',-0.095,-0.010
'0:16.138',-0.115,-0.010
'0:16.140',-0.125,-0.015
'0:16.142',-0.140,-0.025
'0:16.144',-0.140,-0.035
'0:16.146',-0.155,-0.045
'0:16.148',-0.155,-0.055
'0:16.150',-0.155,-0.065
'0:16.152',-0.150,-0.070
'0:16.154',-0.155,-0.075
'0:16.156',-0.145,-0.080
'0:16.158',-0.140,-0.075
'0:16.160',-0.140,-0.075
'0:16.162',-0.140,-0.070
'0:16.164',-0.155,-0.070
'0:16.166',-0.170,-0.070
'0:16.168',-0.175,-0.065
'0:16.170',-0.150,-0.070
'0:16.172',-0.150,-0.070
'0:16.174',-0.150,-0.070
'0:16.176',-0.135,-0.070
'0:16.178',-0.150,-0.075
'0:16.180',-0.160,-0.075
'0:16.182',-0.175,-0.075
'0:16.184',-0.185,-0.075
'0:16.186',-0.195,-0.080
'0:16.188',-0.185,-0.080
'0:16.190',-0.185,-0.085
'0:16.192',-0.165,-0.085
'0:16.194',-0.160,-0.090
'0:16.196',-0.165,-0.090
'0:16.198',-0.175,-0.090
'0:16.200',-0.175,-0.090
'0:16.202',-0.190,-0.090
'0:16.204',-0.185,-0.085
'0:16.206',-0.180,-0.080
'0:16.208',-0.175,-0.080
'0:16.210',-0.160,-0.075
'0:16.212',-0.160,-0.075
'0:16.214',-0.145,-0.080
'0:16.216',-0.135,-0.085
'0:16.218',-0.160,-0.090
'0:16.220',-0.175,-0.095
'0:16.222',-0.195,-0.100
'0:16.224',-0.205,-0.105
'0:16.226',-0.200,-0.110
'0:16.228',-0.195,-0.110
'0:16.230',-0.185,-0.110
'0:16.232',-0.185,-0.110
'0:16.234',-0.185,-0.110
'0:16.236',-0.175,-0.110
'0:16.238',-0.190,-0.110
'0:16.240',-0.215,-0.115
'0:16.242',-0.220,-0.120
'0:16.244',-0.235,-0.120
'0:16.246',-0.230,-0.115
'0:16.248',-0.195,-0.100
'0:16.250',-0.140,-0.075
'0:16.252',-0.075,-0.035
'0:16.254',-0.015,0.020
'0:16.256',0.035,0.085
'0:16.258',0.095,0.165
'0:16.260',0.145,0.250
'0:16.262',0.225,0.335
'0:16.264',0.320,0.420
'0:16.266',0.430,0.500
'0:16.268',0.545,0.560
'0:16.270',0.580,0.605
'0:16.272',0.575,0.620
'0:16.274',0.535,0.610
'0:16.276',0.465,0.570
'0:16.278',0.380,0.500
'0:16.280',0.285,0.410
'0:16.282',0.200,0.300
'0:16.284',0.075,0.190
'0:16.286',-0.055,0.080
'0:16.288',-0.165,-0.020
'0:16.290',-0.240,-0.095
'0:16.292',-0.260,-0.145
'0:16.294',-0.250,-0.170
'0:16.296',-0.215,-0.170
'0:16.298',-0.210,-0.155
'0:16.300',-0.190,-0.130
'0:16.302',-0.180,-0.100
'0:16.304',-0.170,-0.075
'0:16.306',-0.175,-0.055
'0:16.308',-0.155,-0.045
'0:16.310',-0.125,-0.040
'0:16.312',-0.115,-0.045
'0:16.314',-0.135,-0.050
'0:16.316',-0.140,-0.055
'0:16.318',-0.145,-0.055
'0:16.320',-0.155,-0.055
'0:16.322',-0.150,-0.055
'0:16.324',-0.160,-0.050
'0:16.326',-0.165,-0.050
'0:16.328',-0.150,-0.050
'0:16.330',-0.140,-0.050
'0:16.332',-0.125,-0.055
'0:16.334',-0.125,-0.060
'0:16.336',-0.130,-0.060
'0:16.338',-0.130,-0.060
'0:16.340',-0.135,-0.055
'0:16.342',-0.150,-0.045
'0:16.344',-0.145,-0.035
'0:16.346',-0.155,-0.025
'0:16.348',-0.135,-0.020
'0:16.350',-0.125,-0.020
'0:16.352',-0.125,-0.020
'0:16.354',-0.110,-0.025
'0:16.356',-0.125,-0.030
'0:16.358',-0.125,-0.035
'0:16.360',-0.130,-0.040
'0:16.362',-0.130,-0.040
'0:16.364',-0.120,-0.035
'0:16.366',-0.125,-0.030
'0:16.368',-0.110,-0.020
'0:16.370',-0.100,-0.010
'0:16.372',-0.105,0.000
'0:16.374',-0.095,0.005
'0:16.376',-0.105,0.005
'0:16.378',-0.110,0.005
'0:16.380',-0.120,0.000
'0:16.382',-0.115,0.000
'0:16.384',-0.125,-0.005
'0:16.386',-0.120,-0.010
'0:16.388',-0.110,-0.010
'0:16.390',-0.105,-0.010
'0:16.392',-0.085,-0.010
'0:16.394',-0.080,-0.010
'0:16.396',-0.085,-0.005
'0:16.398',-0.095,-0.005
'0:16.400',-0.105,-0.005
'0:16.402',-0.105,-0.005
'0:16.404',-0.100,0.000
'0:16.406',-0.100,0.000
'0:16.408',-0.080,0.005
'0:16.410',-0.080,0.005
'0:16.412',-0.070,0.010
'0:16.414',-0.065,0.015
'0:16.416',-0.055,0.015
'0:16.418',-0.065,0.015
'0:16.420',-0.085,0.020
'0:16.422',-0.090,0.020
'0:16.424',-0.090,0.020
'0:16.426',-0.080,0.020
'0:16.428',-0.060,0.020
'0:16.430',-0.035,0.025
'0:16.432',-0.035,0.030
'0:16.434',-0.030,0.035
'0:16.436',-0.030,0.040
'0:16.438',-0.045,0.045
'0:16.440',-0.040,0.050
'0:16.442',-0.045,0.055
'0:16.444',-0.050,0.060
'0:16.446',-0.035,0.060
'0:16.448',-0.025,0.065
'0:16.450',-0.015,0.065
'0:16.452',0.010,0.070
'0:16.454',0.015,0.080
'0:16.456',0.020,0.085
'0:16.458',0.015,0.095
'0:16.460',0.005,0.110
'0:16.462',0.015,0.120
'0:16.464',0.020,0.135
'0:16.466',0.015,0.145
'0:16.468',0.060,0.155
'0:16.470',0.050,0.160
'0:16.472',0.070,0.165
'0:16.474',0.070,0.165
'0:16.476',0.070,0.165
'0:16.478',0.050,0.165
'0:16.480',0.050,0.165
'0:16.482',0.075,0.170
'0:16.484',0.075,0.175
'0:16.486',0.090,0.180
'0:16.488',0.090,0.185
'0:16.490',0.100,0.195
'0:16.492',0.095,0.200
'0:16.494',0.115,0.205
'0:16.496',0.105,0.210
'0:16.498',0.100,0.210
'0:16.500',0.080,0.210
'0:16.502',0.090,0.205
'0:16.504',0.075,0.200
'0:16.506',0.080,0.200
'0:16.508',0.075,0.200
'0:16.510',0.085,0.195
'0:16.512',0.085,0.195
'0:16.514',0.080,0.190
'0:16.516',0.065,0.185
'0:16.518',0.050,0.180
'0:16.520',0.030,0.170
'0:16.522',0.010,0.160
'0:16.524',0.005,0.145
'0:16.526',-0.005,0.135
'0:16.528',0.005,0.125
'0:16.530',-0.005,0.115
'0:16.532',-0.005,0.105
'0:16.534',-0.010,0.100
'0:16.536',-0.030,0.095
'0:16.538',-0.045,0.085
'0:16.540',-0.060,0.080
'0:16.542',-0.075,0.070
'0:16.544',-0.090,0.060
'0:16.546',-0.085,0.050
'0:16.548',-0.085,0.040
'0:16.550',-0.080,0.030
'0:16.552',-0.085,0.025
'0:16.554',-0.080,0.020
'0:16.556',-0.090,0.015
'0:16.558',-0.105,0.015
'0:16.560',-0.115,0.010
'0:16.562',-0.130,0.010
'0:16.564',-0.150,0.005
'0:16.566',-0.140,0.000
'0:16.568',-0.130,-0.010
'0:16.570',-0.120,-0.015
'0:16.572',-0.105,-0.020
'0:16.574',-0.105,-0.020
'0:16.576',-0.120,-0.025
'0:16.578',-0.125,-0.025
'0:16.580',-0.135,-0.020
'0:16.582',-0.145,-0.020
'0:16.584',-0.150,-0.020
'0:16.586',-0.150,-0.020
'0:16.588',-0.135,-0.020
'0:16.590',-0.130,-0.025
'0:16.592',-0.125,-0.025
'0:16.594',-0.125,-0.025
'0:16.596',-0.135,-0.025
'0:16.598',-0.150,-0.025
'0:16.600',-0.155,-0.025
'0:16.602',-0.160,-0.025
'0:16.604',-0.160,-0.025
'0:16.606',-0.135,-0.020
'0:16.608',-0.130,-0.020
'0:16.610',-0.130,-0.020
'0:16.612',-0.130,-0.020
'0:16.614',-0.140,-0.020
'0:16.616',-0.145,-0.020
'0:16.618',-0.150,-0.020
'0:16.620',-0.150,-0.020
'0:16.622',-0.155,-0.020
'0:16.624',-0.155,-0.025
'0:16.626',-0.140,-0.025
'0:16.628',-0.140,-0.030
'0:16.630',-0.130,-0.040
'0:16.632',-0.135,-0.045
'0:16.634',-0.135,-0.045
'0:16.636',-0.140,-0.050
'0:16.638',-0.135,-0.045
'0:16.640',-0.135,-0.040
'0:16.642',-0.155,-0.035
'0:16.644',-0.145,-0.025
'0:16.646',-0.125,-0.015
'0:16.648',-0.125,-0.005
'0:16.650',-0.125,0.000
'0:16.652',-0.105,0.000
'0:16.654',-0.115,0.000
'0:16.656',-0.125,-0.005
'0:16.658',-0.120,-0.010
'0:16.660',-0.130,-0.015
'0:16.662',-0.135,-0.020
'0:16.664',-0.140,-0.025
'0:16.666',-0.120,-0.020
'0:16.668',-0.105,-0.015
'0:16.670',-0.105,-0.010
'0:16.672',-0.095,0.000
'0:16.674',-0.105,0.005
'0:16.676',-0.120,0.010
'0:16.678',-0.135,0.015
'0:16.680',-0.145,0.015
'0:16.682',-0.150,0.010
'0:16.684',-0.140,0.005
'0:16.686',-0.125,0.000
'0:16.688',-0.120,-0.010
'0:16.690',-0.115,-0.020
'0:16.692',-0.105,-0.025
'0:16.694',-0.120,-0.030
'0:16.696',-0.125,-0.035
'0:16.698',-0.130,-0.035
'0:16.700',-0.140,-0.035
'0:16.702',-0.145,-0.035
'0:16.704',-0.130,-0.035
'0:16.706',-0.115,-0.030
'0:16.708',-0.115,-0.025
'0:16.710',-0.120,-0.020
'0:16.712',-0.110,-0.020
'0:16.714',-0.120,-0.015
'0:16.716',-0.115,-0.015
'0:16.718',-0.130,-0.010
'0:16.720',-0.140,-0.010
'0:16.722',-0.150,-0.015
'0:16.724',-0.140,-0.015
'0:16.726',-0.125,-0.020
'0:16.728',-0.125,-0.025
'0:16.730',-0.110,-0.025
'0:16.732',-0.110,-0.030
'0:16.734',-0.115,-0.030
'0:16.736',-0.125,-0.035
'0:16.738',-0.130,-0.035
'0:16.740',-0.145,-0.035
'0:16.742',-0.155,-0.035
'0:16.744',-0.145,-0.035
'0:16.746',-0.135,-0.035
'0:16.748',-0.135,-0.035
'0:16.750',-0.125,-0.035
'0:16.752',-0.115,-0.035
'0:16.754',-0.120,-0.035
'0:16.756',-0.130,-0.040
'0:16.758',-0.140,-0.040
'0:16.760',-0.145,-0.040
'0:16.762',-0.155,-0.040
'0:16.764',-0.150,-0.040
'0:16.766',-0.145,-0.040
'0:16.768',-0.135,-0.040
'0:16.770',-0.130,-0.040
'0:16.772',-0.120,-0.040
'0:16.774',-0.135,-0.040
'0:16.776',-0.150,-0.040
'0:16.778',-0.145,-0.040
'0:16.780',-0.140,-0.040
'0:16.782',-0.155,-0.040
'0:16.784',-0.140,-0.045
'0:16.786',-0.125,-0.045
'0:16.788',-0.120,-0.045
'0:16.790',-0.120,-0.045
'0:16.792',-0.120,-0.045
'0:16.794',-0.135,-0.045
'0:16.796',-0.150,-0.040
'0:16.798',-0.150,-0.040
'0:16.800',-0.145,-0.040
'0:16.802',-0.160,-0.040
'0:16.804',-0.155,-0.045
'0:16.806',-0.150,-0.045
'0:16.808',-0.140,-0.040
'0:16.810',-0.140,-0.040
'0:16.812',-0.125,-0.040
'0:16.814',-0.125,-0.040
'0:16.816',-0.130,-0.040
'0:16.818',-0.140,-0.035
'0:16.820',-0.150,-0.035
'0:16.822',-0.150,-0.035
'0:16.824',-0.150,-0.035
'0:16.826',-0.145,-0.035
'0:16.828',-0.140,-0.030
'0:16.830',-0.130,-0.030
'0:16.832',-0.125,-0.030
'0:16.834',-0.130,-0.030
'0:16.836',-0.145,-0.030
'0:16.838',-0.145,-0.030
'0:16.840',-0.155,-0.035
'0:16.842',-0.170,-0.035
'0:16.844',-0.150,-0.035
'0:16.846',-0.140,-0.035
'0:16.848',-0.135,-0.035
'0:16.850',-0.125,-0.035
'0:16.852',-0.125,-0.035
'0:16.854',-0.145,-0.040
'0:16.856',-0.135,-0.040
'0:16.858',-0.155,-0.040
'0:16.860',-0.155,-0.045
'0:16.862',-0.170,-0.050
'0:16.864',-0.155,-0.050
'0:16.866',-0.135,-0.055
'0:16.868',-0.120,-0.060
'0:16.870',-0.125,-0.060
'0:16.872',-0.115,-0.060
'0:16.874',-0.135,-0.055
'0:16.876',-0.155,-0.055
'0:16.878',-0.155,-0.050
'0:16.880',-0.155,-0.045
'0:16.882',-0.155,-0.040
'0:16.884',-0.135,-0.035
'0:16.886',-0.130,-0.030
'0:16.888',-0.110,-0.030
'0:16.890',-0.090,-0.025
'0:16.892',-0.085,-0.020
'0:16.894',-0.100,-0.020
'0:16.896',-0.130,-0.015
'0:16.898',-0.135,-0.015
'0:16.900',-0.125,-0.015
'0:16.902',-0.125,-0.015
'0:16.904',-0.110,-0.015
'0:16.906',-0.105,-0.015
'0:16.908',-0.105,-0.015
'0:16.910',-0.105,-0.015
'0:16.912',-0.115,-0.015
'0:16.914',-0.115,-0.020
'0:16.916',-0.120,-0.020
'0:16.918',-0.110,-0.020
'0:16.920',-0.105,-0.020
'0:16.922',-0.095,-0.020
'0:16.924',-0.080,-0.015
'0:16.926',-0.065,-0.010
'0:16.928',-0.060,-0.005
'0:16.930',-0.065,0.000
'0:16.932',-0.065,0.005
'0:16.934',-0.070,0.010
'0:16.936',-0.075,0.015
'0:16.938',-0.080,0.015
'0:16.940',-0.090,0.015
'0:16.942',-0.090,0.010
'0:16.944',-0.075,0.010
'0:16.946',-0.075,0.005
'0:16.948',-0.075,0.000
'0:16.950',-0.070,0.000
'0:16.952',-0.080,-0.005
'0:16.954',-0.095,-0.010
'0:16.956',-0.110,-0.010
'0:16.958',-0.120,-0.015
'0:16.960',-0.140,-0.020
'0:16.962',-0.145,-0.020
'0:16.964',-0.130,-0.025
'0:16.966',-0.125,-0.030
'0:16.968',-0.120,-0.035
'0:16.970',-0.110,-0.035
'0:16.972',-0.115,-0.040
'0:16.974',-0.115,-0.040
'0:16.976',-0.135,-0.045
'0:16.978',-0.140,-0.045
'0:16.980',-0.150,-0.050
'0:16.982',-0.155,-0.050
'0:16.984',-0.145,-0.055
'0:16.986',-0.125,-0.055
'0:16.988',-0.115,-0.055
'0:16.990',-0.115,-0.055
'0:16.992',-0.125,-0.055
'0:16.994',-0.145,-0.055
'0:16.996',-0.145,-0.055
'0:16.998',-0.145,-0.055
'0:17.000',-0.165,-0.060
'0:17.002',-0.170,-0.060
'0:17.004',-0.150,-0.065
'0:17.006',-0.135,-0.065
'0:17.008',-0.120,-0.070
'0:17.010',-0.130,-0.070
'0:17.012',-0.135,-0.070
'0:17.014',-0.150,-0.070
'0:17.016',-0.170,-0.070
'0:17.018',-0.170,-0.065
'0:17.020',-0.170,-0.065
'0:17.022',-0.170,-0.065
'0:17.024',-0.160,-0.065
'0:17.026',-0.140,-0.065
'0:17.028',-0.125,-0.065
'0:17.030',-0.115,-0.070
'0:17.032',-0.135,-0.070
'0:17.034',-0.150,-0.075
'0:17.036',-0.155,-0.075
'0:17.038',-0.170,-0.075
'0:17.040',-0.170,-0.070
'0:17.042',-0.170,-0.065
'0:17.044',-0.155,-0.065
'0:17.046',-0.155,-0.065
'0:17.048',-0.150,-0.065
'0:17.050',-0.155,-0.065
'0:17.052',-0.165,-0.070
'0:17.054',-0.180,-0.080
'0:17.056',-0.190,-0.085
'0:17.058',-0.210,-0.095
'0:17.060',-0.220,-0.100
'0:17.062',-0.200,-0.095
'0:17.064',-0.185,-0.085
'0:17.066',-0.130,-0.065
'0:17.068',-0.060,-0.030
'0:17.070',-0.005,0.015
'0:17.072',0.035,0.075
'0:17.074',0.085,0.145
'0:17.076',0.150,0.230
'0:17.078',0.195,0.315
'0:17.080',0.290,0.400
'0:17.082',0.405,0.485
'0:17.084',0.545,0.555
'0:17.086',0.640,0.610
'0:17.088',0.615,0.645
'0:17.090',0.620,0.650
'0:17.092',0.540,0.625
'0:17.094',0.470,0.570
'0:17.096',0.375,0.490
'0:17.098',0.280,0.390
'0:17.100',0.185,0.285
'0:17.102',0.075,0.175
'0:17.104',-0.040,0.070
'0:17.106',-0.155,-0.015
'0:17.108',-0.190,-0.080
'0:17.110',-0.200,-0.125
'0:17.112',-0.195,-0.145
'0:17.114',-0.210,-0.150
